PageTitle;PageID;RevisionID;Time(calendar);Time(milliseconds);InteractionType;WordCount;IsAnonymous;ActiveUser;TargetAuthor;UndoTarget;RedoTarget
"George W. Bush";3414021;8574940;2002-11-20T01:52:37Z;1037746846000;ADDED;19;1;"128.32.172.179";;;
"George W. Bush";3414021;8574940;2002-11-20T01:52:37Z;1037746846000;DELETED;16;1;"128.32.172.179";"216.229.90.232";"216.229.90.232";""
"George W. Bush";3414021;8574940;2002-11-20T01:52:37Z;1037746846000;DELETED;16;1;"128.32.172.179";"128.32.172.179";"128.32.172.179";""
"George W. Bush";3414021;8574944;2002-11-20T05:38:58Z;1037753887000;ADDED;47;1;"216.229.90.232";;;
"George W. Bush";3414021;8574944;2002-11-20T05:38:58Z;1037753887000;DELETED;1;1;"216.229.90.232";"Soulpatch";"Soulpatch";""
"George W. Bush";3414021;8574946;2002-11-20T05:41:44Z;1037767138000;ADDED;5;0;"Soulpatch";;;
"George W. Bush";3414021;8574946;2002-11-20T05:41:44Z;1037767138000;DELETED;19;0;"Soulpatch";"216.229.90.232";"216.229.90.232";""
"George W. Bush";3414021;8574948;2002-11-20T05:45:04Z;1037767304000;ADDED;1;0;"Two halves";;;
"George W. Bush";3414021;8574950;2002-11-20T05:48:08Z;1037767504000;ADDED;10;0;"Soulpatch";;;
"George W. Bush";3414021;8574950;2002-11-20T05:48:08Z;1037767504000;DELETED;6;0;"Soulpatch";"216.229.90.120";"216.229.90.120";""
"George W. Bush";3414021;8574954;2002-11-25T14:24:04Z;1037767794000;ADDED;4;0;"Two halves";;;
"George W. Bush";3414021;8574954;2002-11-25T14:24:04Z;1037767794000;DELETED;2;0;"Two halves";"Ed Poor";"Ed Poor";""
"George W. Bush";3414021;8574956;2002-11-27T16:49:53Z;1038230644000;ADDED;29;1;"204.249.174.32";;;
"George W. Bush";3414021;8574956;2002-11-27T16:49:53Z;1038230644000;DELETED;7;1;"204.249.174.32";"Lir";"Lir";""
"George W. Bush";3414021;8574958;2002-11-27T17:29:33Z;1038412193000;ADDED;52;0;"Soulpatch";;;
"George W. Bush";3414021;8574960;2002-11-27T18:04:28Z;1038414573000;ADDED;18;0;"Tubby";;;
"George W. Bush";3414021;8574960;2002-11-27T18:04:28Z;1038414573000;DELETED;1;0;"Tubby";"216.229.90.232";"216.229.90.232";""
"George W. Bush";3414021;8574960;2002-11-27T18:04:28Z;1038414573000;DELETED;1;0;"Tubby";"Aristotle~enwiki";"Aristotle~enwiki";""
"George W. Bush";3414021;8574960;2002-11-27T18:04:28Z;1038414573000;DELETED;13;0;"Tubby";"The Cunctator";"The Cunctator";""
"George W. Bush";3414021;8574960;2002-11-27T18:04:28Z;1038414573000;DELETED;3;0;"Tubby";"Khendon";"Khendon";""
"George W. Bush";3414021;8574962;2002-12-01T22:43:16Z;1038416668000;ADDED;293;0;"Soulpatch";;;
"George W. Bush";3414021;8574968;2002-12-04T06:20:23Z;1038931039000;ADDED;18;0;"DanKeshet";;;
"George W. Bush";3414021;8574968;2002-12-04T06:20:23Z;1038931039000;DELETED;7;0;"DanKeshet";"DanKeshet";"DanKeshet";""
"George W. Bush";3414021;8574968;2002-12-04T06:20:23Z;1038931039000;DELETED;8;0;"DanKeshet";"Aristotle~enwiki";"Aristotle~enwiki";""
"George W. Bush";3414021;8574968;2002-12-04T06:20:23Z;1038931039000;DELETED;3;0;"DanKeshet";"The Cunctator";"The Cunctator";""
"George W. Bush";3414021;8574968;2002-12-04T06:20:23Z;1038931039000;DELETED;3;0;"DanKeshet";"Tubby";"Tubby";""
"George W. Bush";3414021;8574972;2002-12-04T07:58:23Z;1038979502000;ADDED;45;0;"Arno";;;
"George W. Bush";3414021;8574976;2002-12-17T13:04:05Z;1038985269000;ADDED;5;0;"Olivier";;;
"George W. Bush";3414021;8574976;2002-12-17T13:04:05Z;1038985269000;DELETED;1;0;"Olivier";"DanKeshet";"DanKeshet";""
"George W. Bush";3414021;8574976;2002-12-17T13:04:05Z;1038985269000;DELETED;3;0;"Olivier";"Bryan Derksen";"Bryan Derksen";""
"George W. Bush";3414021;8574978;2002-12-17T14:08:26Z;1040126645000;ADDED;10;0;"LenBudney";;;
"George W. Bush";3414021;8574980;2002-12-17T14:20:55Z;1040130506000;DELETED;10;0;"Mintguy";"LenBudney";"LenBudney";""
"George W. Bush";3414021;8574982;2002-12-17T14:42:18Z;1040131255000;ADDED;24;0;"LenBudney";;;
"George W. Bush";3414021;8574984;2002-12-17T15:27:32Z;1040132538000;DELETED;1;0;"MartinHarper";"210.49.193.178";"210.49.193.178";""
"George W. Bush";3414021;8574984;2002-12-17T15:27:32Z;1040132538000;DELETED;2;0;"MartinHarper";"Olivier";"Olivier";""
"George W. Bush";3414021;8574986;2002-12-26T17:23:32Z;1040135252000;ADDED;3;0;"Vera Cruz";;;
"George W. Bush";3414021;8574986;2002-12-26T17:23:32Z;1040135252000;DELETED;1;0;"Vera Cruz";"Aristotle~enwiki";"Aristotle~enwiki";""
"George W. Bush";3414021;8574988;2002-12-26T19:06:33Z;1040919812000;ADDED;67;0;"Soulpatch";;;
"George W. Bush";3414021;8574988;2002-12-26T19:06:33Z;1040919812000;DELETED;2;0;"Soulpatch";"216.229.90.232";"216.229.90.232";""
"George W. Bush";3414021;8574988;2002-12-26T19:06:33Z;1040919812000;DELETED;4;0;"Soulpatch";"128.32.172.179";"128.32.172.179";""
"George W. Bush";3414021;8574990;2002-12-26T19:10:59Z;1040925993000;ADDED;14;1;"216.229.90.232";;;
"George W. Bush";3414021;8574996;2002-12-30T19:10:05Z;1040926460000;ADDED;8;0;"Soulpatch";;;
"George W. Bush";3414021;8574996;2002-12-30T19:10:05Z;1040926460000;DELETED;12;0;"Soulpatch";"216.229.90.232";"216.229.90.232";""
"George W. Bush";3414021;8574998;2003-01-06T02:53:36Z;1041271805000;ADDED;16;0;"Isis~enwiki";;;
"George W. Bush";3414021;8574998;2003-01-06T02:53:36Z;1041271805000;DELETED;10;0;"Isis~enwiki";"Arno";"Arno";""
"George W. Bush";3414021;8575000;2003-01-06T03:16:17Z;1041818016000;ADDED;20;0;"Mav";;;
"George W. Bush";3414021;8575002;2003-01-06T03:17:27Z;1041819377000;ADDED;3;1;"24.42.43.3";;;
"George W. Bush";3414021;8575004;2003-01-07T19:36:01Z;1041819447000;DELETED;3;0;"Zoe";"24.42.43.3";"24.42.43.3";""
"George W. Bush";3414021;8575006;2003-01-07T19:43:15Z;1041964561000;ADDED;15;0;"The Cunctator";;;
"George W. Bush";3414021;8575008;2003-01-07T20:41:56Z;1041964995000;ADDED;2;0;"Theanthrope";;;
"George W. Bush";3414021;8575008;2003-01-07T20:41:56Z;1041964995000;DELETED;1;0;"Theanthrope";"Soulpatch";"Soulpatch";""
"George W. Bush";3414021;8575010;2003-01-07T21:07:30Z;1041968516000;ADDED;103;1;"216.229.90.232";;;
"George W. Bush";3414021;8575010;2003-01-07T21:07:30Z;1041968516000;DELETED;9;1;"216.229.90.232";"The Cunctator";"The Cunctator";""
"George W. Bush";3414021;8575012;2003-01-10T05:34:25Z;1041970050000;ADDED;97;0;"Soulpatch";;;
"George W. Bush";3414021;8575014;2003-01-10T14:25:56Z;1042173265000;ADDED;7;0;"Islandboy99";;;
"George W. Bush";3414021;8575014;2003-01-10T14:25:56Z;1042173265000;DELETED;3;0;"Islandboy99";"Soulpatch";"Soulpatch";""
"George W. Bush";3414021;8575014;2003-01-10T14:25:56Z;1042173265000;DELETED;1;0;"Islandboy99";"128.32.172.179";"128.32.172.179";""
"George W. Bush";3414021;8575014;2003-01-10T14:25:56Z;1042173265000;DELETED;1;0;"Islandboy99";"213.18.146.141";"213.18.146.141";""
"George W. Bush";3414021;8575016;2003-01-10T17:53:07Z;1042205156000;ADDED;3;0;"Hephaestos";;;
"George W. Bush";3414021;8575018;2003-01-10T17:54:30Z;1042217587000;ADDED;13;1;"198.20.32.254";;;
"George W. Bush";3414021;8575018;2003-01-10T17:54:30Z;1042217587000;DELETED;1;1;"198.20.32.254";"Isis~enwiki";"Isis~enwiki";""
"George W. Bush";3414021;8575018;2003-01-10T17:54:30Z;1042217587000;DELETED;11;1;"198.20.32.254";"64.26.98.90";"64.26.98.90";""
"George W. Bush";3414021;8575018;2003-01-10T17:54:30Z;1042217587000;DELETED;3;1;"198.20.32.254";"208.144.114.xxx";"208.144.114.xxx";""
"George W. Bush";3414021;8575018;2003-01-10T17:54:30Z;1042217587000;DELETED;6;1;"198.20.32.254";"Aristotle~enwiki";"Aristotle~enwiki";""
"George W. Bush";3414021;8575024;2003-01-10T18:18:30Z;1042218916000;ADDED;66;0;"Soulpatch";;;
"George W. Bush";3414021;8575024;2003-01-10T18:18:30Z;1042218916000;DELETED;13;0;"Soulpatch";"198.20.32.254";"198.20.32.254";""
"George W. Bush";3414021;8575024;2003-01-10T18:18:30Z;1042218916000;DELETED;2;0;"Soulpatch";"Hephaestos";"Hephaestos";""
"George W. Bush";3414021;8575024;2003-01-10T18:18:30Z;1042218916000;DELETED;2;0;"Soulpatch";"216.229.90.232";"216.229.90.232";""
"George W. Bush";3414021;8575026;2003-01-10T18:21:18Z;1042219110000;ADDED;40;0;"Modemac";;;
"George W. Bush";3414021;8575030;2003-01-10T18:22:56Z;1042219321000;ADDED;52;0;"Soulpatch";;;
"George W. Bush";3414021;8575032;2003-01-15T22:07:52Z;1042219376000;ADDED;1;0;"Modemac";;;
"George W. Bush";3414021;8575032;2003-01-15T22:07:52Z;1042219376000;DELETED;1;0;"Modemac";"Modemac";"Modemac";""
"George W. Bush";3414021;8575034;2003-01-20T02:50:35Z;1042664872000;ADDED;24;0;"Soulpatch";;;
"George W. Bush";3414021;8575034;2003-01-20T02:50:35Z;1042664872000;DELETED;4;0;"Soulpatch";"Mav";"Mav";""
"George W. Bush";3414021;8575036;2003-01-20T02:55:30Z;1043027435000;ADDED;1;1;"67.85.205.16";;;
"George W. Bush";3414021;8575036;2003-01-20T02:55:30Z;1043027435000;DELETED;1;1;"67.85.205.16";"Brion VIBBER";"Brion VIBBER";""
"George W. Bush";3414021;8575038;2003-01-22T10:35:45Z;1043027730000;ADDED;1;0;"Mrwojo";;;
"George W. Bush";3414021;8575038;2003-01-22T10:35:45Z;1043027730000;DELETED;1;0;"Mrwojo";"67.85.205.16";"67.85.205.16";""
"George W. Bush";3414021;8575040;2003-01-22T10:53:53Z;1043228145000;ADDED;36;0;"Minesweeper";;;
"George W. Bush";3414021;8575040;2003-01-22T10:53:53Z;1043228145000;DELETED;10;0;"Minesweeper";"Mav";"Mav";""
"George W. Bush";3414021;8575040;2003-01-22T10:53:53Z;1043228145000;DELETED;2;0;"Minesweeper";"Bryan Derksen";"Bryan Derksen";""
"George W. Bush";3414021;8575044;2003-01-25T04:31:07Z;1043458636000;ADDED;7;0;"Minesweeper";;;
"George W. Bush";3414021;8575044;2003-01-25T04:31:07Z;1043458636000;DELETED;2;0;"Minesweeper";"Mav";"Mav";""
"George W. Bush";3414021;8575046;2003-01-25T05:03:44Z;1043465467000;ADDED;43;1;"216.192.146.11";;;
"George W. Bush";3414021;8575048;2003-01-25T05:45:17Z;1043467424000;ADDED;9;1;"209.86.249.113";;;
"George W. Bush";3414021;8575048;2003-01-25T05:45:17Z;1043467424000;DELETED;1;1;"209.86.249.113";"Soulpatch";"Soulpatch";""
"George W. Bush";3414021;8575048;2003-01-25T05:45:17Z;1043467424000;DELETED;3;1;"209.86.249.113";"The Cunctator";"The Cunctator";""
"George W. Bush";3414021;8575052;2003-01-25T07:52:28Z;1043470041000;ADDED;331;1;"142.177.108.15";;;
"George W. Bush";3414021;8575052;2003-01-25T07:52:28Z;1043470041000;DELETED;1;1;"142.177.108.15";"The Cunctator";"The Cunctator";""
"George W. Bush";3414021;8575054;2003-01-26T03:58:11Z;1043477548000;ADDED;53;1;"216.192.143.2";;;
"George W. Bush";3414021;8575056;2003-01-26T09:30:38Z;1043549891000;ADDED;1;1;"207.172.11.147";;;
"George W. Bush";3414021;8575056;2003-01-26T09:30:38Z;1043549891000;DELETED;1;1;"207.172.11.147";"DanKeshet";"DanKeshet";""
"George W. Bush";3414021;8575058;2003-01-27T06:19:11Z;1043569838000;ADDED;27;0;"Zoe";;;
"George W. Bush";3414021;8575058;2003-01-27T06:19:11Z;1043569838000;DELETED;3;0;"Zoe";"Soulpatch";"Soulpatch";""
"George W. Bush";3414021;8575058;2003-01-27T06:19:11Z;1043569838000;DELETED;2;0;"Zoe";"142.177.108.15";"142.177.108.15";""
"George W. Bush";3414021;8575058;2003-01-27T06:19:11Z;1043569838000;DELETED;1;0;"Zoe";"Aristotle~enwiki";"Aristotle~enwiki";""
"George W. Bush";3414021;8575058;2003-01-27T06:19:11Z;1043569838000;DELETED;8;0;"Zoe";"Lir";"Lir";""
"George W. Bush";3414021;8575060;2003-01-29T06:39:55Z;1043644751000;ADDED;26;0;"Soulpatch";;;
"George W. Bush";3414021;8575060;2003-01-29T06:39:55Z;1043644751000;DELETED;1;0;"Soulpatch";"Mav";"Mav";""
"George W. Bush";3414021;8575060;2003-01-29T06:39:55Z;1043644751000;DELETED;8;0;"Soulpatch";"216.192.146.11";"216.192.146.11";""
"George W. Bush";3414021;8575062;2003-01-29T06:41:49Z;1043818795000;ADDED;9;1;"136.152.197.76";;;
"George W. Bush";3414021;8575062;2003-01-29T06:41:49Z;1043818795000;DELETED;1;1;"136.152.197.76";"Danny";"Danny";""
"George W. Bush";3414021;8575062;2003-01-29T06:41:49Z;1043818795000;DELETED;1;1;"136.152.197.76";"Soulpatch";"Soulpatch";""
"George W. Bush";3414021;8575062;2003-01-29T06:41:49Z;1043818795000;DELETED;1;1;"136.152.197.76";"Olivier";"Olivier";""
"George W. Bush";3414021;8575064;2003-01-29T15:38:45Z;1043818909000;ADDED;1;0;"Brion VIBBER";;;
"George W. Bush";3414021;8575064;2003-01-29T15:38:45Z;1043818909000;DELETED;1;0;"Brion VIBBER";"136.152.197.76";"136.152.197.76";""
"George W. Bush";3414021;8575066;2003-01-29T15:45:02Z;1043851125000;ADDED;13;1;"212.198.0.93";;;
"George W. Bush";3414021;8575068;2003-01-30T19:58:34Z;1043851502000;ADDED;1;0;"Jeejee";;;
"George W. Bush";3414021;8575068;2003-01-30T19:58:34Z;1043851502000;DELETED;1;0;"Jeejee";"212.198.0.93";"212.198.0.93";""
"George W. Bush";3414021;8575070;2003-01-31T17:44:56Z;1043953114000;ADDED;33;1;"216.192.142.129";;;
"George W. Bush";3414021;8575074;2003-02-02T03:37:49Z;1044032109000;ADDED;48;1;"128.32.172.179";;;
"George W. Bush";3414021;8575074;2003-02-02T03:37:49Z;1044032109000;DELETED;5;1;"128.32.172.179";"216.229.90.232";"216.229.90.232";""
"George W. Bush";3414021;8575076;2003-02-03T00:41:46Z;1044153469000;ADDED;3;1;"129.44.189.113";;;
"George W. Bush";3414021;8575076;2003-02-03T00:41:46Z;1044153469000;DELETED;1;1;"129.44.189.113";"142.177.108.15";"142.177.108.15";""
"George W. Bush";3414021;8575078;2003-02-05T01:23:07Z;1044229306000;ADDED;87;1;"216.192.138.25";;;
"George W. Bush";3414021;8575080;2003-02-05T04:39:56Z;1044404587000;ADDED;141;0;"Soulpatch";;;
"George W. Bush";3414021;8575080;2003-02-05T04:39:56Z;1044404587000;DELETED;10;0;"Soulpatch";"216.192.138.25";"216.192.138.25";""
"George W. Bush";3414021;8575082;2003-02-05T19:37:44Z;1044416396000;ADDED;7;1;"216.192.142.148";;;
"George W. Bush";3414021;8575082;2003-02-05T19:37:44Z;1044416396000;DELETED;1;1;"216.192.142.148";"Soulpatch";"Soulpatch";""
"George W. Bush";3414021;8575082;2003-02-05T19:37:44Z;1044416396000;DELETED;5;1;"216.192.142.148";"216.192.138.25";"216.192.138.25";""
"George W. Bush";3414021;8575084;2003-02-05T19:42:53Z;1044470264000;ADDED;23;1;"216.192.151.153";;;
"George W. Bush";3414021;8575088;2003-02-05T20:28:58Z;1044470761000;ADDED;23;1;"216.229.90.232";;;
"George W. Bush";3414021;8575088;2003-02-05T20:28:58Z;1044470761000;DELETED;3;1;"216.229.90.232";"Soulpatch";"Soulpatch";""
"George W. Bush";3414021;8575090;2003-02-06T03:43:15Z;1044473338000;ADDED;2;0;"Hephaestos";;;
"George W. Bush";3414021;8575090;2003-02-06T03:43:15Z;1044473338000;DELETED;1;0;"Hephaestos";"142.177.108.15";"142.177.108.15";""
"George W. Bush";3414021;8575092;2003-02-11T21:07:43Z;1044499395000;ADDED;3;1;"24.130.213.242";;;
"George W. Bush";3414021;8575092;2003-02-11T21:07:43Z;1044499395000;DELETED;1;1;"24.130.213.242";"Bryan Derksen";"Bryan Derksen";""
"George W. Bush";3414021;8575094;2003-02-20T09:40:47Z;1044994063000;ADDED;80;0;"Soulpatch";;;
"George W. Bush";3414021;8575096;2003-02-21T19:27:10Z;1045730447000;ADDED;52;1;"66.35.239.94";;;
"George W. Bush";3414021;8575096;2003-02-21T19:27:10Z;1045730447000;DELETED;4;1;"66.35.239.94";"Soulpatch";"Soulpatch";""
"George W. Bush";3414021;8575098;2003-02-26T16:34:52Z;1045852030000;ADDED;59;0;"Soulpatch";;;
"George W. Bush";3414021;8575098;2003-02-26T16:34:52Z;1045852030000;DELETED;2;0;"Soulpatch";"66.35.239.94";"66.35.239.94";""
"George W. Bush";3414021;8575100;2003-02-28T20:52:57Z;1046273692000;ADDED;10;0;"Liftarn";;;
"George W. Bush";3414021;8575100;2003-02-28T20:52:57Z;1046273692000;DELETED;1;0;"Liftarn";"139.20.140.49";"139.20.140.49";""
"George W. Bush";3414021;8575100;2003-02-28T20:52:57Z;1046273692000;DELETED;3;0;"Liftarn";"Brion VIBBER";"Brion VIBBER";""
"George W. Bush";3414021;8575106;2003-02-28T23:46:37Z;1046462576000;ADDED;39;1;"128.193.88.195";;;
"George W. Bush";3414021;8575106;2003-02-28T23:46:37Z;1046462576000;DELETED;13;1;"128.193.88.195";"142.177.108.15";"142.177.108.15";""
"George W. Bush";3414021;8575108;2003-03-05T08:36:24Z;1046472397000;ADDED;23;0;"Soulpatch";;;
"George W. Bush";3414021;8575108;2003-03-05T08:36:24Z;1046472397000;DELETED;1;0;"Soulpatch";"Soulpatch";"Soulpatch";""
"George W. Bush";3414021;8575110;2003-03-06T07:14:46Z;1046849784000;ADDED;5;0;"The Anome";;;
"George W. Bush";3414021;8575110;2003-03-06T07:14:46Z;1046849784000;DELETED;1;0;"The Anome";"142.177.108.15";"142.177.108.15";""
"George W. Bush";3414021;8575112;2003-03-06T19:11:10Z;1046931286000;ADDED;3;0;"Susan Mason";;;
"George W. Bush";3414021;8575114;2003-03-13T07:32:05Z;1046974270000;ADDED;2;0;"Mac";;;
"George W. Bush";3414021;8575118;2003-03-16T19:06:48Z;1047538810000;ADDED;14;0;"Minesweeper";;;
"George W. Bush";3414021;8575118;2003-03-16T19:06:48Z;1047538810000;DELETED;4;0;"Minesweeper";"128.148.115.157";"128.148.115.157";""
"George W. Bush";3414021;8575118;2003-03-16T19:06:48Z;1047538810000;DELETED;1;0;"Minesweeper";"Olivier";"Olivier";""
"George W. Bush";3414021;8575118;2003-03-16T19:06:48Z;1047538810000;DELETED;1;0;"Minesweeper";"136.152.197.76";"136.152.197.76";""
"George W. Bush";3414021;8575120;2003-03-16T19:10:54Z;1047838008000;ADDED;4;1;"62.77.178.117";;;
"George W. Bush";3414021;8575122;2003-03-19T16:41:02Z;1047838254000;DELETED;4;0;"Hephaestos";"62.77.178.117";"62.77.178.117";""
"George W. Bush";3414021;8575124;2003-03-20T23:14:25Z;1048088462000;ADDED;1;1;"66.72.60.185";;;
"George W. Bush";3414021;8575124;2003-03-20T23:14:25Z;1048088462000;DELETED;1;1;"66.72.60.185";"Soulpatch";"Soulpatch";""
"George W. Bush";3414021;8575126;2003-03-21T07:37:52Z;1048198465000;ADDED;3;0;"Chuck SMITH";;;
"George W. Bush";3414021;8575126;2003-03-21T07:37:52Z;1048198465000;DELETED;1;0;"Chuck SMITH";"Susan Mason";"Susan Mason";""
"George W. Bush";3414021;8575130;2003-03-22T19:56:01Z;1048228844000;ADDED;1;0;"Susan Mason";;;
"George W. Bush";3414021;8575130;2003-03-22T19:56:01Z;1048228844000;DELETED;1;0;"Susan Mason";"Modemac";"Modemac";""
"George W. Bush";3414021;8575132;2003-03-23T03:32:32Z;1048359361000;ADDED;3;1;"213.224.83.134";;;
"George W. Bush";3414021;8575134;2003-03-23T03:35:10Z;1048386752000;ADDED;12;1;"67.119.25.241";;;
"George W. Bush";3414021;8575134;2003-03-23T03:35:10Z;1048386752000;DELETED;2;1;"67.119.25.241";"Soulpatch";"Soulpatch";""
"George W. Bush";3414021;8575134;2003-03-23T03:35:10Z;1048386752000;DELETED;1;1;"67.119.25.241";"Hephaestos";"Hephaestos";""
"George W. Bush";3414021;8575134;2003-03-23T03:35:10Z;1048386752000;DELETED;4;1;"67.119.25.241";"66.35.239.94";"66.35.239.94";""
"George W. Bush";3414021;8575138;2003-03-30T12:04:06Z;1048387030000;ADDED;8;0;"Zoe";;;
"George W. Bush";3414021;8575138;2003-03-30T12:04:06Z;1048387030000;DELETED;6;0;"Zoe";"67.119.25.241";"67.119.25.241";""
"George W. Bush";3414021;8575138;2003-03-30T12:04:06Z;1048387030000;DELETED;2;0;"Zoe";"66.35.239.94";"66.35.239.94";""
"George W. Bush";3414021;8575140;2003-03-30T12:08:48Z;1049018646000;ADDED;1;1;"65.59.84.104";;;
"George W. Bush";3414021;8575140;2003-03-30T12:08:48Z;1049018646000;DELETED;3;1;"65.59.84.104";"Minesweeper";"Minesweeper";""
"George W. Bush";3414021;8575142;2003-03-30T12:40:33Z;1049018928000;DELETED;1;0;"Mav";"65.59.84.104";"65.59.84.104";""
"George W. Bush";3414021;8575142;2003-03-30T12:40:33Z;1049018928000;RESTORED;3;0;"Mav";"Minesweeper";"65.59.84.104";"Minesweeper"
"George W. Bush";3414021;8575144;2003-03-30T21:16:40Z;1049020833000;ADDED;1;0;"Tannin";;;
"George W. Bush";3414021;8575144;2003-03-30T21:16:40Z;1049020833000;DELETED;1;0;"Tannin";"Minesweeper";"Mav";"65.59.84.104"
"George W. Bush";3414021;8575146;2003-03-30T21:19:10Z;1049051800000;ADDED;3;0;"BrianHansen~enwiki";;;
"George W. Bush";3414021;8575150;2003-03-31T18:31:06Z;1049052261000;ADDED;10;0;"Snoyes";;;
"George W. Bush";3414021;8575150;2003-03-31T18:31:06Z;1049052261000;DELETED;1;0;"Snoyes";"Liftarn";"Liftarn";""
"George W. Bush";3414021;8575150;2003-03-31T18:31:06Z;1049052261000;DELETED;1;0;"Snoyes";"BrianHansen~enwiki";"BrianHansen~enwiki";""
"George W. Bush";3414021;8575150;2003-03-31T18:31:06Z;1049052261000;DELETED;1;0;"Snoyes";"Mrwojo";"Mrwojo";""
"George W. Bush";3414021;8575150;2003-03-31T18:31:06Z;1049052261000;DELETED;3;0;"Snoyes";"213.224.83.134";"213.224.83.134";""
"George W. Bush";3414021;8575150;2003-03-31T18:31:06Z;1049052261000;DELETED;2;0;"Snoyes";"Mac";"Mac";""
"George W. Bush";3414021;8575150;2003-03-31T18:31:06Z;1049052261000;DELETED;1;0;"Snoyes";"Brion VIBBER";"Brion VIBBER";""
"George W. Bush";3414021;8575158;2003-04-01T02:17:03Z;1049128627000;ADDED;28;0;"Dietary Fiber";;;
"George W. Bush";3414021;8575158;2003-04-01T02:17:03Z;1049128627000;DELETED;7;0;"Dietary Fiber";"142.177.108.15";"142.177.108.15";""
"George W. Bush";3414021;8575158;2003-04-01T02:17:03Z;1049128627000;DELETED;15;0;"Dietary Fiber";"Modemac";"Modemac";""
"George W. Bush";3414021;8575160;2003-04-01T02:25:48Z;1049156223000;ADDED;5;1;"131.247.156.100";;;
"George W. Bush";3414021;8575160;2003-04-01T02:25:48Z;1049156223000;DELETED;1;1;"131.247.156.100";"Tannin";"Tannin";""
"George W. Bush";3414021;8575160;2003-04-01T02:25:48Z;1049156223000;DELETED;4;1;"131.247.156.100";"Zoe";"Zoe";""
"George W. Bush";3414021;8575160;2003-04-01T02:25:48Z;1049156223000;DELETED;2;1;"131.247.156.100";"Minesweeper";"Mav";"65.59.84.104"
"George W. Bush";3414021;8575162;2003-04-01T08:36:51Z;1049156748000;DELETED;5;0;"Mav";"131.247.156.100";"131.247.156.100";""
"George W. Bush";3414021;8575162;2003-04-01T08:36:51Z;1049156748000;RESTORED;2;0;"Mav";"Minesweeper";"131.247.156.100";"Mav"
"George W. Bush";3414021;8575162;2003-04-01T08:36:51Z;1049156748000;RESTORED;1;0;"Mav";"Tannin";"131.247.156.100";"Tannin"
"George W. Bush";3414021;8575162;2003-04-01T08:36:51Z;1049156748000;RESTORED;4;0;"Mav";"Zoe";"131.247.156.100";"Zoe"
"George W. Bush";3414021;8575164;2003-04-04T10:54:42Z;1049179011000;ADDED;49;0;"The Cunctator";;;
"George W. Bush";3414021;8575164;2003-04-04T10:54:42Z;1049179011000;DELETED;22;0;"The Cunctator";"142.177.108.15";"142.177.108.15";""
"George W. Bush";3414021;8575164;2003-04-04T10:54:42Z;1049179011000;DELETED;19;0;"The Cunctator";"Modemac";"Modemac";""
"George W. Bush";3414021;8575164;2003-04-04T10:54:42Z;1049179011000;DELETED;25;0;"The Cunctator";"Dietary Fiber";"Dietary Fiber";""
"George W. Bush";3414021;8575166;2003-04-05T02:51:28Z;1049446482000;ADDED;1;0;"Spiff~enwiki";;;
"George W. Bush";3414021;8575168;2003-04-05T07:21:28Z;1049503888000;ADDED;1;1;"66.35.239.94";;;
"George W. Bush";3414021;8575170;2003-04-05T07:46:14Z;1049520088000;ADDED;10;0;"Ryan Cable";;;
"George W. Bush";3414021;8575170;2003-04-05T07:46:14Z;1049520088000;DELETED;1;0;"Ryan Cable";"Wesley";"Wesley";""
"George W. Bush";3414021;8575170;2003-04-05T07:46:14Z;1049520088000;DELETED;2;0;"Ryan Cable";"Sjc";"Sjc";""
"George W. Bush";3414021;8575170;2003-04-05T07:46:14Z;1049520088000;DELETED;13;0;"Ryan Cable";"The Cunctator";"The Cunctator";""
"George W. Bush";3414021;8575170;2003-04-05T07:46:14Z;1049520088000;DELETED;3;0;"Ryan Cable";"Arno";"Arno";""
"George W. Bush";3414021;8575170;2003-04-05T07:46:14Z;1049520088000;DELETED;2;0;"Ryan Cable";"Lir";"Lir";""
"George W. Bush";3414021;8575172;2003-04-09T04:28:54Z;1049521574000;ADDED;10;0;"Arno";;;
"George W. Bush";3414021;8575172;2003-04-09T04:28:54Z;1049521574000;DELETED;4;0;"Arno";"Zoe";"Mav";"131.247.156.100"
"George W. Bush";3414021;8575176;2003-04-09T04:35:09Z;1049855388000;ADDED;7;0;"Wanli2";;;
"George W. Bush";3414021;8575176;2003-04-09T04:35:09Z;1049855388000;DELETED;2;0;"Wanli2";"Minesweeper";"Mav";"131.247.156.100"
"George W. Bush";3414021;8575176;2003-04-09T04:35:09Z;1049855388000;DELETED;1;0;"Wanli2";"Tannin";"Mav";"131.247.156.100"
"George W. Bush";3414021;8575178;2003-04-11T07:15:39Z;1049855709000;DELETED;7;0;"Paul A";"Wanli2";"Wanli2";""
"George W. Bush";3414021;8575178;2003-04-11T07:15:39Z;1049855709000;RESTORED;2;0;"Paul A";"Minesweeper";"Wanli2";"Mav"
"George W. Bush";3414021;8575178;2003-04-11T07:15:39Z;1049855709000;RESTORED;1;0;"Paul A";"Tannin";"Wanli2";"Mav"
"George W. Bush";3414021;8575180;2003-04-12T10:51:36Z;1050038139000;ADDED;2;1;"209.86.240.99";;;
"George W. Bush";3414021;8575182;2003-04-12T14:32:49Z;1050137496000;ADDED;1;1;"24.194.103.51";;;
